"metreCarre","nombreDeChambres","possedeCour","possedePiscine","richesseQuartier","nombrePrecedentProprio","annee","estNouveau","possedeProtectionTempête","sousSol","grenier","garage","possedeStockage","prix"
25564,15,0,0,9,10,418,0,0,4754,7924,728,1,3912190.8
62168,46,0,0,4,9,416,1,0,777,2279,217,1,8745320.6
48948,12,1,0,2,4,424,1,0,2188,940,147,0,7373367.4
14089,69,0,1,2,7,405,1,1,439,8146,649,1,3377757.5
55864,7,0,0,4,4,422,0,0,1,368,510,1,7570076.2
58177,97,0,0,8,5,409,0,0,6398,9519,115,0,8512331.9
68246,71,0,1,9,2,425,1,0,345,871,101,1,4922034.5
109776,69,1,1,5,8,403,1,0,8715,3142,377,0,9695169.3
38401,59,1,1,4,6,424,1,1,6223,571,477,0,1350225.4
79589,46,1,1,1,9,404,0,1,1489,3047,106,1,8799360.4
103546,84,0,0,1,5,401,0,0,5345,5816,263,1,9455097.1
48509,76,0,0,9,6,422,0,0,1888,6393,818,1,5116713.2
16579,29,1,0,9,10,419,1,0,4913,5121,614,1,1975347.9
12927,25,1,1,3,6,413,0,0,4514,5604,997,0,2380599.3
50712,16,1,1,4,3,401,1,1,9854,759,508,0,7556204.1
68893,74,1,1,5,9,411,0,0,960,9280,535,1,8490703.1
67411,32,1,1,6,3,403,1,0,1036,3428,278,0,6267352.3
62344,58,0,1,8,7,414,0,0,2445,9296,721,1,8904692.4
67121,83,0,1,2,10,427,1,1,6725,1157,685,1,5740996.7
29163,66,0,0,9,3,421,1,0,1239,8023,891,0,2297687.1
-12520,68,1,0,10,3,423,0,1,9747,103,824,1,1486405.3
17958,1,0,0,6,5,420,1,1,4165,8515,497,1,1288333
82128,10,0,1,6,4,401,0,1,5687,2005,242,0,5274696.1
27947,79,0,1,9,5,404,0,1,2290,5274,369,0,5250391.4
76257,84,1,0,7,7,410,1,0,4609,7857,378,0,7427853
64585,3,1,1,3,6,402,0,1,1835,543,314,0,6951279.2
62070,88,1,0,4,5,409,1,0,3568,8465,155,0,5831545.9
-93,47,0,0,2,4,430,0,0,8676,3994,275,1,2744762
61116,33,0,1,7,9,409,0,1,2149,2956,146,1,8769190.9
97214,55,0,1,4,6,418,1,1,8396,5934,159,1,9667457.8
32630,89,1,0,1,10,414,1,0,2317,6358,677,0,2091090.4
28907,25,0,1,8,9,427,0,1,9618,9072,814,0,3211741.7
10547,44,0,0,6,6,413,0,1,1867,5261,614,1,1518916.3
14929,94,0,0,10,5,430,0,1,1792,4036,470,1,3914756
57553,21,1,1,2,6,400,1,1,6916,1771,148,0,3516840
50328,53,1,0,1,8,411,1,1,2901,7535,464,1,3890080.1
63022,39,1,1,10,4,421,0,0,7646,5209,881,0,6851767.1
22957,12,0,1,8,10,418,0,0,6070,1893,542,1,1640404.8
87428,31,0,1,5,10,408,1,1,469,5441,273,0,8369562.8
79889,73,0,1,9,6,423,1,0,3625,4568,796,1,6942882.3
-2003,79,0,0,8,10,413,1,0,3660,7332,509,0,432778.3
68346,14,1,0,8,7,414,0,1,3079,4575,776,1,8788809.4
69627,94,0,0,5,4,401,0,1,4613,9853,793,0,8590524.1
28202,45,0,0,1,8,423,1,0,175,9485,634,1,1340414.3
99512,54,0,1,1,8,428,1,0,4299,12,798,1,9164769.8
43628,32,0,1,6,8,411,1,1,3363,7080,476,1,2622100.1
18000,30,1,0,8,7,408,1,1,6786,6868,748,1,1630793.8
-11501,41,1,0,5,4,410,0,0,767,5890,958,1,1757843
76360,2,0,0,5,9,428,0,1,7931,9048,273,1,6547199.8
94850,13,0,0,5,2,406,0,0,301,6134,771,0,9043733.6
52113,10,0,1,9,10,426,1,0,7967,3729,955,1,6422934.6
115062,6,0,0,8,9,417,1,0,3103,7661,166,1,9347751.7
70259,30,0,0,2,5,422,1,1,8944,3408,671,0,4766437.2
110895,73,0,0,5,7,430,0,1,348,3310,659,0,8141470
30242,43,1,1,3,6,403,1,1,3932,2422,947,0,791624.3
41966,64,1,1,4,9,410,1,1,6641,8594,557,1,7007658
14849,62,1,0,2,8,425,0,0,5582,6231,886,0,4359454.5
87545,50,0,0,10,8,407,1,0,6460,1248,167,1,8374005.7
29953,59,1,1,3,6,429,0,1,4480,8502,342,1,3877340.9
53406,58,1,0,7,3,403,0,1,7414,6561,132,1,2799025.3
77916,45,0,1,9,2,424,1,0,8080,4985,665,1,6945284.4
26162,84,0,1,1,9,426,1,0,9311,7673,459,0,5485078.6
47868,73,0,1,8,9,417,1,0,3222,2063,981,1,2189064.7
50426,95,1,1,1,2,422,1,0,4629,1482,350,1,4218152.2
35086,29,1,1,5,2,427,0,0,9165,6615,195,1,1603995.7
96872,38,1,1,7,8,415,1,1,635,662,746,1,6839967.5
85892,52,1,1,7,6,418,1,0,1917,1872,236,0,6578284.8
87184,47,0,1,1,2,423,1,0,2412,4500,767,0,8171876.3
76618,43,1,1,5,8,412,0,0,9594,8777,601,0,7573328.2
63617,4,1,1,4,5,427,1,1,561,1725,474,0,8246501.7
108188,29,0,0,5,8,411,1,0,7739,8601,117,1,8514100.1
98955,87,1,0,6,4,419,0,0,3847,6277,516,1,7065331.9
20490,31,0,0,6,2,401,1,0,9640,1938,851,1,2407159.1
50797,46,0,1,6,3,427,1,1,8827,1853,860,1,4212125.7
16180,15,1,1,3,9,400,1,0,3924,5708,613,1,3646213
-3166,73,0,0,3,8,430,1,1,8105,249,366,0,2195690
18318,29,1,0,4,4,420,1,0,8127,1850,407,0,2516676
21508,49,1,0,4,7,401,0,1,1197,4891,680,0,2591493.1
42371,65,1,0,9,6,406,1,0,2308,7856,930,1,3038342.6
103243,51,0,0,10,5,415,1,1,2967,6794,794,0,8071084.5
48360,15,0,1,7,9,426,1,0,4402,8431,952,1,7464550.6
82479,26,1,1,4,4,414,1,0,4656,3857,931,0,9048377.4
64351,70,0,0,2,10,422,0,1,5408,6981,551,1,8230302.2
30721,60,1,1,5,3,420,1,1,9040,9940,136,0,5014166
28861,100,0,0,6,9,421,1,0,5798,7831,287,1,3923171.1
65404,84,0,1,3,1,412,0,0,1605,3922,155,1,6596494.2
22298,52,0,1,2,5,419,0,1,3828,8690,102,0,4663394.9
23741,71,1,1,1,4,421,1,0,8595,6280,643,1,2832735.1
39504,86,1,1,7,2,421,0,1,7868,2299,462,0,4583088.1
43079,87,1,1,5,9,404,0,0,6913,5017,661,1,5710109.4
76493,27,1,1,6,8,424,0,0,6903,8501,420,1,6965658.4
67780,28,1,1,6,5,431,1,1,3072,6741,605,0,8336224.1
103395,8,0,0,1,5,431,0,1,3026,1456,627,1,8364352.1
119326,87,1,1,7,9,425,1,1,3487,4852,447,0,9339538.5
-9053,41,1,1,8,1,401,1,1,3810,2130,686,1,1166616.1
10461,20,1,0,5,8,416,1,1,2317,5409,692,0,1740869.6
47071,71,1,1,6,5,410,1,0,3915,2821,311,1,5186043
4933,20,1,1,5,1,407,0,0,6566,628,408,0,3499532.7
20003,80,0,0,1,3,422,1,0,8493,9639,434,1,3474091.2
28228,22,1,0,1,2,403,1,1,7163,9333,504,1,5540589.3
74725,1,0,0,3,7,414,0,1,2267,3070,531,0,5892518.4
36427,27,0,0,4,1,402,1,1,3816,4685,591,0,956658.2
-11142,61,1,1,7,4,403,0,1,1270,5682,590,0,398525.3
13303,68,1,1,2,7,413,0,1,9140,9244,328,1,1429956.3
81340,77,0,1,5,3,401,0,1,2351,7161,943,1,5940315.1
73363,68,0,0,1,9,423,0,1,8840,8399,377,1,5392191.3
59274,99,0,0,4,4,420,1,1,5948,9820,464,0,7104405
62626,88,0,1,4,2,431,1,1,8045,1678,229,0,3299134.1
99725,28,0,0,3,5,418,0,0,7830,478,630,1,9173404.8
79280,18,1,0,10,7,403,1,0,8348,3850,544,1,9157850.3
11636,70,1,0,3,3,420,0,1,8253,1477,618,0,1902042
84050,53,1,1,6,5,412,0,1,8561,4759,765,0,7559921.2
59296,90,1,1,1,10,412,0,1,5721,6625,232,0,3923469.2
-2456,13,1,1,5,4,418,0,1,3017,6238,617,1,1814360.8
80917,48,0,0,7,10,404,1,1,6655,9072,897,1,5272224.4
102235,42,1,0,4,5,426,1,0,8597,6808,619,1,7301689.6
-3084,5,0,1,4,3,425,1,1,4978,6403,632,0,282475.5
10659,13,1,0,1,2,425,0,1,6681,4975,881,1,3745925.5
110032,64,0,1,2,9,420,1,0,4826,8919,690,0,8139384
64753,46,1,0,7,3,417,0,0,9300,4032,172,0,5510722.7
25684,8,1,0,5,7,400,0,1,6837,9515,455,0,3709125
39463,70,1,0,3,5,400,1,0,7403,7647,528,0,6157121
-12579,12,0,1,6,4,400,1,1,6653,3037,150,0,1465055
91530,30,1,1,10,4,422,1,1,189,9137,648,0,6378709.2
46760,32,0,0,6,1,430,0,1,2246,9861,876,0,2643550
47681,96,1,0,8,5,408,0,0,5989,4154,674,0,7735727.8
56786,12,0,0,6,9,420,1,1,9571,376,472,0,3781636
59658,84,1,1,1,4,401,0,1,4748,1335,721,0,3587011.1
63345,53,1,1,6,1,409,1,0,2025,904,760,1,8242155.9
42484,30,0,0,5,8,404,0,1,7108,9700,198,1,4272845.4
44356,44,0,1,1,1,428,0,1,3881,8014,129,0,5059529.8
47075,86,1,0,8,7,403,0,1,5689,9333,321,1,4792795.3
39063,59,0,1,7,7,430,1,0,460,7469,596,1,1531089
64688,49,0,1,4,7,402,0,0,5541,1443,326,0,7224575.2
56278,68,1,0,10,8,402,0,0,7822,9456,214,1,4277753.2
61104,70,1,0,7,4,413,1,1,6320,9842,419,0,8042314.3
80371,56,0,1,4,6,410,0,1,3200,9781,177,0,7027634
43316,52,1,0,3,4,404,1,0,7365,6581,766,1,2493901.4
80146,92,0,0,3,1,414,0,1,551,8988,522,0,7492808.4
49314,60,1,1,2,5,410,0,1,1897,545,869,0,7509123
21181,68,1,1,4,2,424,0,1,4960,5242,579,1,1293966.4
40282,12,0,0,3,9,404,0,0,7431,2331,798,1,2628273.4
68960,75,1,0,1,5,423,0,0,6416,3587,349,1,6736275.3
76682,42,1,0,8,2,426,0,0,3389,8498,955,1,5074190.6
38441,18,0,1,9,1,400,0,1,279,5973,542,1,6380496
43563,30,0,1,7,1,402,1,0,6711,4390,334,1,3718557.2
58363,100,1,1,3,10,430,1,0,9872,4823,389,1,8123187
73846,77,1,0,1,10,429,0,0,6111,2465,258,0,6158082.9
55736,35,0,1,4,7,424,0,0,2235,8954,110,0,4953389.4
49293,26,1,0,2,9,427,0,1,1681,8610,181,1,2948395.7
16579,56,0,0,4,2,425,0,0,8482,8036,210,0,2316843.5
86419,60,0,1,8,9,400,0,0,8847,4009,158,1,9775672
63893,34,0,1,9,3,419,0,1,1625,681,896,1,4234147.9
80244,16,0,0,8,9,418,0,0,6930,4945,165,0,9141900.8
955,95,0,0,7,5,403,1,0,516,6028,410,1,306019.3
128772,67,1,0,9,6,431,0,0,2803,2700,137,1,9918736.1
47447,18,1,1,3,9,420,1,0,9692,5951,610,0,5510997
60650,52,1,0,5,9,407,1,1,9641,2513,934,1,6392454.7
31294,99,0,0,8,10,404,1,1,7180,8310,834,0,2031824.4
58780,89,0,0,1,10,406,1,1,3248,3918,935,1,6829892.6
72059,43,0,0,5,4,416,0,0,4652,4145,873,1,9293132.6
99753,28,0,1,7,5,410,1,0,195,2238,697,1,9181611
37635,79,0,0,3,1,420,1,0,4392,3808,639,1,3523563
76202,3,1,1,1,3,404,1,0,1044,660,646,1,5592415.4
101017,56,0,1,7,9,410,0,0,4366,4355,581,1,9082052
-11995,77,1,0,2,8,400,1,0,387,9537,308,1,581130
34318,21,0,1,3,6,407,0,1,6454,1607,341,0,4687315.7
36728,47,0,1,1,6,424,1,0,96,3923,481,1,5759251.4
-4488,28,1,0,9,10,419,0,1,2473,625,968,1,1742502.9
70593,86,1,0,3,2,424,1,1,7249,342,171,0,5867256.4
81949,91,1,0,9,9,416,1,1,6762,9381,974,1,8845285.6
57273,50,1,1,1,4,416,0,1,3676,5586,471,0,7743828.6
117078,27,0,0,5,5,427,0,0,9325,747,816,0,9356028.7
18157,40,0,0,8,7,402,0,0,894,4609,817,1,4402299.2
-960,74,1,1,7,7,407,0,1,5146,2265,795,0,1347394.7
25906,16,0,1,6,1,430,0,1,2859,4155,864,1,4170132
92421,72,1,1,10,2,428,0,1,8016,3167,233,0,9759389.8
85559,98,1,1,4,10,429,0,1,3399,4028,817,1,8409426.9
76245,100,1,1,10,5,426,1,0,2639,139,506,0,6065217.6
8826,64,1,1,2,10,426,0,0,71,6680,403,1,737475.6
111628,65,0,0,6,7,429,1,0,4936,2599,221,1,8221240.9
47280,100,0,0,5,2,410,0,0,6076,483,942,1,6495254
67884,16,1,0,8,6,403,1,0,2046,6611,208,0,7433776.3
54855,65,0,1,2,4,401,0,0,7307,9761,352,1,4012759.1
93848,93,1,1,7,10,402,0,1,1266,4737,880,1,8998164.2
79429,77,0,0,1,3,420,1,1,4621,14,528,0,9484212
79328,93,0,0,1,7,406,1,1,9560,7926,665,0,5448084.6
28804,76,0,0,8,10,420,1,0,8104,1905,855,0,4097629
42482,52,0,1,1,8,430,1,0,3682,1459,586,0,6907362
69692,14,1,1,7,1,428,1,1,2634,4578,247,0,6412082.8
67712,74,1,1,9,7,427,0,0,8529,457,906,0,5888214.7
43582,86,0,1,3,3,410,1,0,897,412,200,1,7280576
18389,5,1,0,8,9,419,1,0,8696,6919,396,1,1651205.9
99396,83,1,0,6,9,408,1,0,5633,1295,735,1,9925260.8
74405,34,1,1,5,5,412,0,0,8127,1770,178,0,9843345.2
12081,2,1,0,3,5,420,1,0,672,8607,946,1,1237678
103878,54,1,0,6,2,427,1,0,759,7870,724,1,9627177.7
4986,88,0,1,7,3,421,1,1,2764,2567,268,1,1787351.1
65489,31,1,1,8,4,429,1,1,6113,1383,352,1,3904399.9
106768,52,1,0,4,1,424,1,1,6217,6113,493,0,9998090.4
18556,63,0,1,10,2,428,0,0,7539,4744,438,1,4812989.8
48089,23,1,1,8,9,429,0,0,4797,5715,169,0,6239567.9
69883,83,0,0,3,1,423,1,0,5443,5204,699,0,4823541.3
82342,38,0,0,9,4,405,1,0,4229,2030,801,0,8373982.5
72401,35,0,0,7,1,422,1,0,3420,8216,879,1,7746876.2
74689,89,0,0,8,1,418,0,1,970,5007,113,0,6459212.8
79850,55,1,1,6,2,416,0,1,4185,5716,694,0,7641804.6
12337,48,0,0,10,8,429,0,1,3875,2916,856,0,4176013.9
121021,44,0,1,6,1,421,1,1,9372,6995,982,0,9746318.1
77821,78,0,0,5,8,422,0,1,7449,2899,457,0,4792760.2
-25580,4,0,1,4,3,401,1,1,2249,9889,202,1,369764.1
65513,63,1,0,2,3,403,1,0,9900,6468,652,0,4702996.3
72226,41,1,0,10,10,424,1,0,1354,955,884,1,8227563.4
97339,87,1,0,1,3,423,1,0,6027,151,110,0,7777085.3
39726,1,0,1,9,10,429,0,0,9111,4905,402,0,1449663.9
84180,57,1,1,10,10,431,0,1,5453,1421,722,0,7360331.1
42369,73,1,1,9,1,406,1,1,370,6597,157,0,2145401.6
86893,2,1,1,5,6,423,0,0,2019,7550,512,1,5811905.3
28289,90,0,1,5,6,404,1,0,6003,5033,305,0,5422645.4
-20806,28,0,0,1,1,407,0,1,8360,2070,142,0,180265.7
119300,95,0,0,2,3,418,1,0,8151,3345,501,0,9009466.8
69769,39,0,0,8,2,429,1,1,8544,9559,310,0,4834765.9
42432,43,1,1,6,1,428,1,0,9444,9785,763,1,5192250.8
51039,42,0,0,6,4,403,1,1,7747,862,466,1,7109849.3
77397,64,0,1,4,1,417,1,0,7915,8636,753,1,8071729.7
28252,78,1,1,6,5,414,1,0,7239,4090,684,0,4036010.4
46977,100,0,0,10,9,424,1,1,9961,9248,166,0,3367900.4
46264,89,0,0,3,10,404,0,1,4900,2763,159,1,2156397.4
43491,79,1,1,6,8,419,1,1,8856,5530,897,1,4350544.9
82248,22,1,0,4,9,421,0,0,7668,8397,211,0,7641724.1
38245,95,0,0,8,8,401,1,0,1046,8463,331,0,3620939.1
-18020,71,0,0,6,6,415,1,0,413,3302,682,0,643620.5
87287,99,1,0,4,9,411,0,1,7161,5574,996,0,8870854.1
68557,58,1,0,1,1,430,1,1,5277,1590,634,0,3933825
83503,33,1,0,9,8,419,0,1,4448,5611,704,1,8827270.9
21530,75,1,1,3,4,429,0,0,4225,9353,201,1,2981766.9
23424,54,1,1,9,4,401,0,1,2218,6396,679,0,3720632.1
72647,35,0,1,6,7,428,0,0,6346,6556,280,1,9939399.8
-3929,42,1,0,2,3,422,1,0,3800,4235,984,0,290875.2
78845,34,0,0,4,3,422,1,0,3298,4181,955,1,5058897.2
53833,61,1,0,6,4,424,0,1,4770,9207,735,1,2503623.4
52659,13,0,1,7,2,420,0,0,2550,943,988,0,3070674
36851,41,0,0,8,10,403,0,1,2987,4641,491,0,2967787.3
-3889,17,0,0,9,4,403,1,0,469,5098,112,1,1152849.3
-5738,26,1,0,9,4,420,1,1,6699,199,550,1,1632405
103387,93,0,1,3,9,410,0,0,8094,6642,277,1,9855635
35631,85,1,0,3,8,423,1,1,1138,805,629,0,4761303.3
116348,97,1,0,2,1,425,1,0,478,7373,243,1,9665463.5
112562,70,0,1,6,10,427,1,1,2841,3067,404,1,9554998.7
36011,85,1,0,8,3,426,0,0,8211,9476,532,0,5653048.6
42142,32,1,1,3,8,403,1,0,648,5911,886,0,4632832.3
7406,43,1,0,8,2,424,1,0,2437,4308,326,1,1362271.4
49122,5,0,0,6,4,415,1,1,4371,5277,478,1,7810522.5
73011,72,1,0,4,7,401,0,0,6966,4555,552,1,8291462.1
98327,8,0,1,8,4,420,0,0,8272,3502,852,0,6884205
6755,6,0,0,1,4,410,0,1,3815,2512,654,0,2257816
58465,43,0,0,7,4,400,0,1,4602,4427,520,1,5942121
85392,71,0,0,3,10,405,1,1,3477,5530,342,0,7145471.5
39064,33,0,1,3,1,430,0,1,7469,388,562,1,3349314
-19992,35,1,0,5,8,424,0,1,756,2685,265,1,566535.4
95595,53,0,1,2,5,416,1,1,415,2055,137,1,9776232.6
41797,11,0,0,2,10,419,0,0,7611,202,757,1,4228013.9
-12904,68,1,0,8,9,417,1,1,9590,3549,209,1,1498063.7
48668,36,1,1,7,8,402,1,0,7639,6380,221,1,3319481.2
-21620,87,1,1,2,10,401,1,0,3244,1256,871,0,594670.1
8835,10,1,1,8,10,408,0,0,9256,8714,865,0,861004.8
34237,1,1,0,8,10,427,1,0,8584,1089,326,1,4596499.7
34838,38,0,0,3,5,428,0,1,2011,9900,255,0,6427856.8
83397,63,1,0,7,2,419,0,1,7337,9237,942,1,8166678.9
15493,33,1,1,1,2,426,1,0,8214,4091,118,1,2103788.6
16900,24,0,0,5,9,431,0,1,1225,9699,893,0,832684.1
5037,17,0,0,3,4,402,0,1,1627,465,504,0,862453.2
93521,87,1,0,5,3,414,0,1,4963,2337,147,1,7516112.4
6274,72,0,1,6,8,416,0,0,518,9261,995,1,2837586.6
41808,44,0,1,1,5,427,1,1,1711,9460,560,1,3866494.7
58484,33,0,1,9,5,409,1,1,5047,1109,318,0,3253892.9
-10486,48,1,0,10,5,431,1,1,5245,1313,844,1,1290147.1
10090,72,1,1,9,1,428,1,0,7584,1742,158,1,287478.8
54462,43,0,0,5,8,410,0,0,1772,1618,549,1,6745520
50925,89,0,1,9,3,431,0,1,1703,6783,190,0,4280171.1
44506,91,1,0,5,1,421,0,0,7107,235,614,0,2125947.1
43471,50,0,0,4,9,414,0,1,8852,5057,664,0,6038750.4
3069,19,1,1,9,4,431,0,0,5421,2063,185,1,1549952.1
89218,53,1,1,6,4,416,0,1,766,2879,452,1,9206879.6
65110,55,0,0,8,9,408,0,0,8413,3752,298,0,8507007.8
36466,79,0,1,9,1,406,0,0,9168,1248,566,1,1464600.6
47949,29,0,1,3,4,422,1,1,4040,3367,514,0,7719743.2
70931,46,1,1,2,3,401,1,0,8088,4938,744,1,7945562.1
99031,94,0,0,5,6,426,1,0,1661,841,629,1,9683741.6
32020,74,0,0,3,5,404,0,1,4987,4315,546,0,804141.4
-6124,34,1,1,5,2,413,0,1,7361,4828,277,0,1582940.3
16060,83,1,1,9,8,409,0,0,9642,1296,641,1,362218.9
103017,100,1,0,10,3,413,1,1,2857,3338,313,0,7468927.3
16078,99,1,1,8,10,417,1,1,5726,8799,637,1,1645556.7
103844,76,1,1,4,9,415,1,1,9168,6368,892,0,9077965.5
88955,51,0,0,10,4,407,1,1,4294,8149,816,1,9620405.7
20275,5,1,0,9,10,428,0,1,7387,8377,388,0,4312866.8
122354,93,1,1,10,9,408,0,1,2064,2720,315,1,9320824.8
13335,85,0,1,9,8,431,1,0,4055,1482,713,1,443641.1
39285,77,0,0,9,3,419,0,1,4588,9960,218,1,1533827.9
41086,64,1,1,7,1,412,0,0,3619,7395,504,0,2494109.2
-12275,96,1,1,5,1,415,1,1,4842,4625,335,1,939398.5
67973,3,0,1,6,8,400,0,0,1636,3471,530,0,7460101
47486,50,1,1,4,6,423,0,0,8722,3606,608,0,7225665.3
47622,85,1,1,7,3,428,1,0,4548,2833,446,0,6458929.8
31259,59,1,1,6,10,423,0,1,7531,6585,891,0,5208507.3
14766,75,1,1,4,5,424,0,1,9305,1088,905,0,3868669.4
78899,81,0,0,8,6,412,1,1,4562,4805,820,0,5334440.2
2777,85,1,1,2,5,425,0,0,9508,7725,872,1,1810349.5
-2251,27,0,0,5,2,420,1,0,4426,5336,911,0,17071
37504,97,1,1,8,10,402,0,0,3529,533,652,0,4128828.2
59004,82,1,1,10,9,422,0,0,8445,4687,466,0,5447444.2
27042,30,1,0,8,10,409,0,0,9629,7874,383,0,1044857.9
64268,38,1,0,4,6,421,1,1,695,5899,819,1,7321281.1
61407,87,0,0,9,4,405,1,1,2851,3963,681,1,4125343.5
58360,50,0,1,4,4,402,0,0,6132,151,348,0,6323436.2
36266,52,0,0,5,8,419,0,1,1039,6534,925,1,3854588.9
72085,16,1,0,9,8,409,1,0,8953,2066,400,0,6435291.9
11844,54,0,1,8,4,411,0,1,6797,1146,658,1,2456369.1
10872,23,0,0,5,7,404,0,1,8252,8668,209,0,2126521.4
6110,75,0,0,10,8,428,0,1,6397,771,532,1,1880601.8
62798,63,1,0,9,10,418,1,1,4116,481,787,0,7250244.8
84842,44,1,0,2,5,430,0,0,8400,7843,816,1,8225077
71345,5,0,0,3,9,409,0,1,8554,1275,930,1,9182083.9
59403,56,0,1,8,3,401,1,0,4485,6205,223,1,3138606.1
116556,92,0,0,7,7,414,0,0,7030,7874,903,0,9766250.4
26671,89,0,1,8,9,428,1,1,2652,6202,963,0,2130072.8
60103,48,1,0,5,3,420,1,0,6352,4931,774,0,5370339
106940,3,0,0,1,7,428,0,0,6409,7747,982,1,8266989.8
3737,80,0,0,10,2,424,0,1,2978,4685,775,1,2726812.4
98403,87,1,1,4,6,424,0,0,8205,1936,621,1,9224115.4
17156,58,1,1,6,4,408,1,0,5353,4021,442,1,1908217.8
6466,20,0,0,2,6,414,1,0,1289,1965,822,1,2282270.4
-501,30,0,1,8,9,406,1,1,8765,9222,848,1,399892.6
103586,75,0,1,7,3,407,1,1,262,9712,825,0,8848110.7
95643,5,0,1,1,3,405,1,0,9895,4313,955,1,6801741.5
75598,85,0,0,6,9,413,1,1,3279,6968,970,1,9560516.3
42156,8,0,1,3,7,416,0,0,9587,471,238,0,2515100.6
39978,18,1,0,4,2,410,0,0,5441,2726,925,0,3885083
122131,12,1,1,10,5,402,0,0,2433,3792,900,0,9729784.2
18161,85,0,1,9,8,426,1,1,8832,3919,148,0,1430473.6
3878,30,1,0,1,1,418,0,0,3658,4164,387,0,724159.8
69102,82,0,1,8,9,431,0,1,8566,2837,732,1,5478961.1
116116,90,1,0,5,1,403,0,0,7900,2718,902,1,8883384.3
60198,4,1,0,1,3,423,0,0,8767,4062,882,1,5406334.3
67641,43,1,1,10,2,425,1,0,3710,6934,905,0,6134485.5
11949,20,0,1,6,3,405,0,1,3267,8193,936,0,2127258.5
15952,28,1,1,5,1,401,0,1,411,475,110,0,23653.1
79037,97,0,1,2,10,413,1,0,2747,9431,723,1,7952013.3
95970,46,1,0,3,10,425,1,0,2952,2376,738,1,9422126.5
86878,96,0,1,10,5,424,0,0,2437,3629,569,0,6545051.4
45440,83,1,0,3,1,406,0,0,9028,9582,298,0,5898396.6
-18145,4,1,0,6,7,410,1,1,1666,4155,377,1,535227
6293,19,0,1,5,10,404,1,0,5614,3765,948,1,1796244.4
83956,23,0,1,6,1,404,0,0,7601,137,380,1,8824737.4
52183,48,1,0,6,7,407,1,0,7512,3276,403,1,2666936.7
89165,65,0,1,1,10,430,0,1,5558,5073,642,0,5958908
45914,99,0,1,4,8,423,1,0,5218,8217,144,0,4508695.3
23833,14,0,0,10,1,402,1,1,5931,7311,337,1,3166991.2
36869,56,0,1,9,6,413,0,0,8000,2090,551,0,2268871.3
75726,45,0,0,1,5,417,0,1,7358,2897,840,1,4967356.7
79269,30,0,1,9,3,418,1,1,8583,3849,790,0,7032304.8
29579,14,1,0,1,4,403,1,0,9975,7703,573,0,5781612.3
14899,15,1,1,9,4,429,1,1,9037,5714,359,1,2070677.9
55752,56,0,1,3,2,409,0,1,8713,3892,692,1,2838367.9
24970,50,0,1,9,10,404,0,0,2413,2580,821,0,3051295.4
68864,82,0,0,9,3,429,0,1,1799,398,876,0,5901033.9
108052,13,0,1,10,2,416,1,0,5269,1871,580,0,8725843.6
-13827,50,1,0,1,4,428,0,1,8829,816,803,1,1240834.8
64833,96,1,1,10,6,431,1,1,7668,4904,911,0,7260052.1
96490,54,1,0,6,8,421,0,1,4693,57,874,1,9203514.1
30333,92,1,1,7,1,400,1,0,9189,6513,618,1,3286268
25085,46,1,1,9,9,401,0,0,6957,1506,429,1,2167154.1
27496,59,1,0,7,4,409,0,1,8762,1964,991,1,1169617.9
45828,23,1,1,2,5,403,0,1,9390,3313,261,0,5453842.3
66643,99,1,1,7,10,406,0,1,2301,6666,658,1,4967775.6
57658,85,1,0,3,6,412,1,1,5784,9483,472,0,5587969.2
16012,91,1,1,8,2,405,1,1,2463,3454,543,1,3142581.5
49838,74,1,0,5,2,413,1,0,4902,3383,910,1,5080606.3
56382,72,0,1,8,9,402,1,0,6614,1414,752,1,2667272.2
39602,17,1,0,5,1,425,0,1,7133,6171,844,1,2778207.5
21298,37,1,0,4,4,413,0,0,2069,3203,103,1,223041.3
58195,97,0,1,7,7,424,1,0,7441,7366,404,0,8483566.4
92581,95,1,1,10,5,422,0,1,4471,989,684,0,9802960.2
-11678,44,1,0,1,10,414,1,0,3770,6933,576,0,1007605.4
106656,82,1,0,1,10,430,1,0,3674,5831,501,0,7886106
78417,89,0,0,5,3,409,0,0,105,845,210,0,7359509.9
58996,1,1,0,2,6,406,1,0,6858,5478,294,1,8164179.6
50840,89,0,1,1,9,422,1,1,2996,5159,250,0,7845500.2
14762,71,1,1,9,2,425,1,1,880,1526,938,1,4264085.5
77767,34,0,0,6,7,401,0,1,9401,2016,230,0,6031864.1
44400,65,1,0,1,9,425,1,1,9024,6518,882,0,1629077.5
84530,13,1,1,3,5,406,1,0,3542,7925,394,1,5959601.6
63903,77,0,1,10,9,402,0,1,9053,9408,623,0,3685628.2
17341,35,0,1,8,3,426,1,0,5795,2346,618,1,2039634.6
94412,15,1,1,5,3,425,0,1,5891,9588,877,0,9899873.5
75267,11,0,1,6,9,408,0,1,1919,9706,116,0,4583276.8
3231,53,1,1,7,5,422,0,1,9242,9662,914,1,1144566.2
55559,65,0,1,3,4,423,1,1,425,9967,813,0,4457776.3
57940,10,0,1,6,5,424,1,0,7722,2203,125,1,6061364.4
54258,54,1,0,4,9,410,0,1,7907,7103,747,0,7159102
59453,49,0,0,2,10,421,1,1,6821,30,115,1,8029445.1
-16891,13,0,1,5,8,413,1,0,3606,6150,922,1,590397.3
